,slidename,scanname,roilabel,segmentlabel,sample_id,aoisurfacearea,aoinucleicount,roicoordinatex,roicoordinatey,rawreads,trimmedreads,stitchedreads,alignedreads,deduplicatedreads,sequencingsaturation,umiq30,rtsq30,disease_status,pathology,region,loq,normalizationfactor,roireportx,roireporty,idx,region_exact,ct_deconv_b cell,ct_deconv_cd8 t cell,ct_deconv_dc,ct_deconv_distal_tubules_and_collecting_duct,ct_deconv_endothelium,ct_deconv_loop_of_henle,ct_deconv_mnp,ct_deconv_mast cell,ct_deconv_mesangial_cells,ct_deconv_nk cell,ct_deconv_nkt cell,ct_deconv_nephron_epithelium,ct_deconv_neutrophil,ct_deconv_podocytes,ct_deconv_private,ct_deconv_proximal_tubular_cells,ct_deconv_th cell,x_2d_umap,y_2d_umap,x_3d_umap,y_3d_umap,z_3d_umap,barcode,image_file_name
disease4_scan | 008 | Geometric Segment,disease4,disease4_scan,8,Geometric Segment,DSP-1001250007851-H-F02,56775.663120000005,203,32113,-37448,4785984,4741095,4704084,4505398,479714,89.97669027,0.9937,0.9929,DKD,healthy,glomerulus,28.01603924,0.6156074810000001,6130,-8408,disease4_scan | 008 | Geometric Segment,glomerulus,0.337867146,0.0,0.069316654,0.045068208,5.1333565619999995,1.999121947,0.504485952,0.0014947920000000002,2.7878470610000003,0.577501072,0.0,0.845673074,0.017314571,2.4270927540000002,0.0,0.0,0.0,3.286558,5.0432224,8.720328,10.584309,3.7989655,disease4_scan | 008 | Geometric Segment,disease4_scan - 008
disease4_scan | 009 | Geometric Segment,disease4,disease4_scan,9,Geometric Segment,DSP-1001250007851-H-F03,80786.89375,266,31184,-21668,5424391,5375860,5331459,5113977,488508,90.99423327,0.9941,0.9934,DKD,healthy,glomerulus,31.54903054,0.5943796370000001,5900,-4461,disease4_scan | 009 | Geometric Segment,glomerulus,0.0,0.0,0.07366845400000001,0.085370665,3.381008197,1.043612305,0.404668329,0.0,2.175957094,0.520692536,0.0,0.556042175,0.0,1.045234002,0.004152302,0.0,0.0,2.79968,5.195123,8.635088,10.238419,3.8194299,disease4_scan | 009 | Geometric Segment,disease4_scan - 009
disease4_scan | 010 | Geometric Segment,disease4,disease4_scan,10,Geometric Segment,DSP-1001250007851-H-F04,42607.60882,189,38045,-51375,2636446,2610523,2587230,2471812,255288,90.31696458,0.9936,0.9925,DKD,healthy,glomerulus,17.97602465,1.077313092,7615,-11885,disease4_scan | 010 | Geometric Segment,glomerulus,0.0,0.0,0.0962732,0.0,3.154786435,2.031773144,0.435657846,0.0,2.561056162,0.8685618190000001,0.0,0.438837469,0.010973633,2.081702112,0.0,0.0,0.0,3.8869076,5.4969754,9.304004,10.90216,4.0551095,disease4_scan | 010 | Geometric Segment,disease4_scan - 010
disease4_scan | 011 | Geometric Segment,disease4,disease4_scan,11,Geometric Segment,DSP-1001250007851-H-F05,71246.79294,315,37198,-48387,5634059,5580216,5534892,5292954,518355,90.79961711,0.9937,0.9931,DKD,healthy,glomerulus,30.79620366,0.5560325629999999,7412,-11139,disease4_scan | 011 | Geometric Segment,glomerulus,0.0,0.0,0.152224842,0.052052972,3.060565123,1.268799093,0.113069244,0.0,2.7565641039999997,0.516915295,0.0,0.47146111299999993,0.049238257,2.753154545,0.01893883,0.0,0.0,3.2457132,5.342026,9.061331,10.700441,3.7292051,disease4_scan | 011 | Geometric Segment,disease4_scan - 011
disease4_scan | 012 | Geometric Segment,disease4,disease4_scan,12,Geometric Segment,DSP-1001250007851-H-F06,48856.64516,182,28543,-44836,5370062,5332353,5291452,5061073,475680,91.14200171,0.995,0.9943,DKD,healthy,glomerulus,28.55064829,0.6156074810000001,5245,-10250,disease4_scan | 012 | Geometric Segment,glomerulus,0.06287277599999999,0.0,0.114485381,0.0,6.259371703,1.719941797,0.6554245320000001,0.003363933,4.131581586,0.401027603,0.0,0.981020326,0.246824937,2.481811296,0.0,0.0,0.0,3.821155,4.8541064,8.749531,10.906413,3.6181967,disease4_scan | 012 | Geometric Segment,disease4_scan - 012
disease4_scan | 013 | Geometric Segment,disease4,disease4_scan,13,Geometric Segment,DSP-1001250007851-H-F07,65511.435710000005,289,37243,-45780,6839271,6776665,6725069,6427451,594568,91.30655884,0.9939,0.9932,DKD,abnormal,glomerulus,32.935587100000006,0.506970867,7409,-10489,disease4_scan | 013 | Geometric Segment,glomerulus,0.0,0.0,0.18783814,0.0,4.65660904,2.4490987840000003,0.879125825,0.002468649,4.488944893999999,0.680290251,0.0,0.5782752910000001,0.291816409,2.518369851,0.0,0.0,0.0,3.8006392,4.6932597,8.556552,10.764217,3.4604216,disease4_scan | 013 | Geometric Segment,disease4_scan - 013
disease4_scan | 014 | Geometric Segment,disease4,disease4_scan,14,Geometric Segment,DSP-1001250007851-H-F08,19972.48306,86,32810,-38637,694121,688778,683752,653538,183294,73.59336485,0.9943,0.9936,DKD,abnormal,glomerulus,12.75770265,1.567000861,6305,-8709,disease4_scan | 014 | Geometric Segment,glomerulus,0.0,0.0,0.177503067,0.0,5.233924357999999,3.559605566,0.673848303,0.0,5.881558341,0.131006945,0.0,1.765422657,0.231095023,2.626431283,0.25740109,0.0,0.0,4.927427,10.205208,11.882619,11.547131,7.3907547,disease4_scan | 014 | Geometric Segment,disease4_scan - 014
disease4_scan | 015 | Geometric Segment,disease4,disease4_scan,15,Geometric Segment,DSP-1001250007851-H-F09,44778.52036,171,23277,-33551,5665702,5622366,5581926,5342972,465787,91.77882988,0.9944,0.9937,DKD,abnormal,glomerulus,30.60494841,0.6156074810000001,3924,-7429,disease4_scan | 015 | Geometric Segment,glomerulus,0.0,0.0,0.095110629,0.6646002710000001,3.204909946,1.854053306,0.292116149,0.005484878,2.7695828860000002,0.230369388,0.0,0.583337408,0.0,2.030060147,0.018975225,0.0,0.0,3.4234788,5.162968,8.937085,10.745002,3.5750637,disease4_scan | 015 | Geometric Segment,disease4_scan - 015
disease4_scan | 016 | Geometric Segment,disease4,disease4_scan,16,Geometric Segment,DSP-1001250007851-H-F10,20051.72165,111,33941,-49525,1673124,1656199,1642341,1565703,162178,90.30687504,0.9937,0.993,DKD,abnormal,glomerulus,12.70730986,1.723700947,6587,-11428,disease4_scan | 016 | Geometric Segment,glomerulus,0.0,0.299930381,0.058744646,0.169023901,2.467841327,2.026557106,0.08599009599999999,0.0,5.194548789,0.9111298840000001,0.0,0.67999769,0.562666955,1.0355714809999998,0.0,0.0,0.0,3.6736796,5.9078627,9.347787,10.996867,4.2941446,disease4_scan | 016 | Geometric Segment,disease4_scan - 016
disease4_scan | 017 | Geometric Segment,disease4,disease4_scan,17,Geometric Segment,DSP-1001250007851-H-F11,51298.35581,187,34923,-51488,4905523,4859249,4817956,4598182,321811,93.43982283,0.9938,0.993,DKD,abnormal,glomerulus,24.49909315,0.861850473,6831,-11915,disease4_scan | 017 | Geometric Segment,glomerulus,0.0,0.0,0.142382721,0.008912821,2.678930954,1.883994434,0.350459405,3.24e-06,1.960200604,0.522255072,0.0,0.27363562,0.0,1.5702341119999998,0.03034769,0.0,0.0,3.419183,5.5644298,8.97637,10.620509,4.1447973,disease4_scan | 017 | Geometric Segment,disease4_scan - 017
disease4_scan | 018 | Geometric Segment,disease4,disease4_scan,18,Geometric Segment,DSP-1001250007851-H-F12,29210.7994,107,26189,-10603,1681321,1667084,1654091,1586748,151572,90.98494577,0.9941,0.9933,DKD,abnormal,glomerulus,12.11333866,1.9152232740000001,4648,-1695,disease4_scan | 018 | Geometric Segment,glomerulus,0.000936344,0.0,0.0,0.0,5.676187655,1.072138998,0.359335554,0.0,7.546229792,0.31128062300000003,0.0,0.7454412640000001,0.559338089,2.745817353,0.0,0.0,0.0,4.579716,9.936238,11.574946,11.537532,7.44736,disease4_scan | 018 | Geometric Segment,disease4_scan - 018
normal4_scan | 001 | PanCK,normal4,normal4_scan,1,PanCK,DSP-1001250007864-D-F02,16012.167169999999,93,22582,-39093,6251698,6205656,6157024,5867329,417352,93.32418169,0.995,0.9943,normal,nan,tubule,19.36477906,0.718208728,3950,-8795,normal4_scan | 001 | PanCK,distal tubule,0.0,0.0,0.012252761000000001,16.622111415,0.812712914,7.469804831,0.151263542,0.0,0.340815114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.440428,-6.2871885,10.441532,2.0666351,11.14225,normal4_scan | 001 | PanCK,normal4_scan - 001 - PanCK
normal4_scan | 001 | neg,normal4,normal4_scan,1,neg,DSP-1001250007864-D-F03,127197.9551,480,22582,-39093,19813329,19625823,19467559,18178417,1935040,90.23364524,0.9940000000000001,0.9932,normal,nan,tubule,78.44981044,0.162613297,3950,-8795,normal4_scan | 001 | neg,proximal tubule,0.0,0.0,0.133530245,0.7866754380000001,1.5825404870000002,8.63688659,0.0,0.0,1.20923959,0.268023917,0.0,0.564891263,0.0,0.0,0.0,7.950564249,0.0,0.23319738,1.1609198,6.018873,9.470623,1.813102,normal4_scan | 001 | neg,normal4_scan - 001 - neg
normal4_scan | 002 | PanCK,normal4,normal4_scan,2,PanCK,DSP-1001250007864-D-F04,24168.739530000003,187,19645,-36140,9101485,8965290,8883856,8491734,855893,90.59611701,0.9914,0.9904,normal,nan,tubule,29.67979675,0.36674488200000005,3198,-8071,normal4_scan | 002 | PanCK,distal tubule,0.0,0.0,0.226779197,19.968316116,0.9651417990000001,6.093310587,0.0,0.002688232,1.331133266,0.0,0.0,0.305201774,0.0,0.0,0.0,0.0,0.0,3.8255131,-6.640757,10.583093,1.4362113,11.359594,normal4_scan | 002 | PanCK,normal4_scan - 002 - PanCK
normal4_scan | 002 | neg,normal4,normal4_scan,2,neg,DSP-1001250007864-D-F05,71727.7115,335,19645,-36140,8380653,8305957,8248127,7715172,704780,91.59039278,0.9940000000000001,0.9933,normal,nan,tubule,34.5764225,0.44197460200000005,3198,-8071,normal4_scan | 002 | neg,proximal tubule,0.0,0.0,0.25351693,3.23246318,1.686659299,10.14906308,0.102063529,0.0,1.734025231,0.359143589,0.0,0.298791666,0.0,0.0,0.044425438,2.127917238,0.0,0.9158756,2.0214686,6.576669,8.827621,2.6009042,normal4_scan | 002 | neg,normal4_scan - 002 - neg
normal4_scan | 003 | PanCK,normal4,normal4_scan,3,PanCK,DSP-1001250007864-D-F06,34576.914469999996,218,11637,-38508,7612577,7550753,7493903,7097388,502506,93.39900273,0.9944,0.9936,normal,nan,tubule,20.02472082,0.5943796370000001,1204,-8699,normal4_scan | 003 | PanCK,distal tubule,0.0,0.0,0.074202952,22.11543489,0.7171429680000001,7.505521075,0.0,0.002310183,0.932792638,0.258111154,0.0,0.101349198,0.0,0.0,0.0,0.0,0.0,4.3101892,-6.3837376,10.540571,1.9977626,11.517883,normal4_scan | 003 | PanCK,normal4_scan - 003 - PanCK
normal4_scan | 003 | neg,normal4,normal4_scan,3,neg,DSP-1001250007864-D-F07,91677.76245,329,11637,-38508,10865041,10766019,10684311,9802633,684410,93.7008061,0.9940000000000001,0.9931,normal,nan,tubule,33.43555322,0.45360551200000004,1204,-8699,normal4_scan | 003 | neg,proximal tubule,0.0,0.0,0.129865646,2.9544315240000003,1.8878680970000001,6.798536731,0.15140639,0.012855823999999998,1.9744358709999998,0.6417194279999999,0.0,0.31765560800000003,0.0,0.0,0.024831928,2.162501579,0.0,0.62708515,2.8230383,7.312263,8.468718,2.2855203,normal4_scan | 003 | neg,normal4_scan - 003 - neg
normal4_scan | 004 | PanCK,normal4,normal4_scan,4,PanCK,DSP-1001250007864-D-F08,29351.52456,213,35178,-30990,5904858,5855770,5807468,5510965,395800,93.29704457,0.9944,0.9937,normal,nan,tubule,16.32204918,0.820809975,7099,-6776,normal4_scan | 004 | PanCK,distal tubule,0.0,0.0,0.0,20.968132779999998,1.197684438,4.1882023639999995,0.0,0.0,1.234235395,0.222249303,0.0,0.107162744,0.0,0.0,0.0,0.0,0.0,3.7206504,-6.476835,10.443115,1.4737442,11.465122,normal4_scan | 004 | PanCK,normal4_scan - 004 - PanCK
normal4_scan | 004 | neg,normal4,normal4_scan,4,neg,DSP-1001250007864-D-F09,85295.10175,352,35178,-30990,11524627,11428134,11341633,10352570,739236,93.58559717,0.9947,0.9940000000000001,normal,nan,tubule,37.85988213,0.430925237,7099,-6776,normal4_scan | 004 | neg,proximal tubule,0.30276508399999996,0.0,0.192194052,1.901984719,2.124279456,6.552214489,0.073163394,0.0,1.253108401,0.46586002600000004,0.0,0.148356297,0.0,0.0,0.0,2.795924603,0.0,0.8625388,2.3172734,7.0347247,8.851215,2.540636,normal4_scan | 004 | neg,normal4_scan - 004 - neg
normal4_scan | 005 | PanCK,normal4,normal4_scan,5,PanCK,DSP-1001250007864-D-F10,12287.30771,84,27892,-19058,5365533,5321402,5279107,5018627,428839,92.00752283,0.9944,0.9937,normal,nan,tubule,19.45201558,0.718208728,5270,-3809,normal4_scan | 005 | PanCK,distal tubule,0.0,0.0,0.007196574,22.510600196,0.861177843,3.2799388460000003,0.0,0.0,0.919592194,0.0,0.0,0.008891890999999999,0.0,0.0,0.0,0.0,0.0,4.387149,-6.714339,10.77926,1.8959044,11.382297,normal4_scan | 005 | PanCK,normal4_scan - 005 - PanCK
normal4_scan | 005 | neg,normal4,normal4_scan,5,neg,DSP-1001250007864-D-F11,90680.2599,423,27892,-19058,19040530,18894043,18758955,17432266,1321072,93.06178977,0.9946,0.9939,normal,nan,tubule,55.37530843,0.239402909,5270,-3809,normal4_scan | 005 | neg,proximal tubule,0.021334202000000003,0.0,0.10454724300000001,1.733995959,1.588107825,11.94062462,0.040885431,0.0,1.956735175,0.285176762,0.0,0.240842792,0.0,0.0,0.0,2.8492955980000003,0.0,0.6213139,2.044526,6.7351227,8.770718,2.2039895,normal4_scan | 005 | neg,normal4_scan - 005 - neg
normal4_scan | 006 | PanCK,normal4,normal4_scan,6,PanCK,DSP-1001250007864-D-F12,19644.716080000002,114,28852,-33549,4372475,4323876,4277949,4063290,412062,90.57600101,0.9933,0.9926,normal,nan,tubule,19.71538084,0.78350043,5517,-7424,normal4_scan | 006 | PanCK,distal tubule,0.0,0.0,0.190830615,22.437699873,1.192187653,4.126376146,0.052775474,0.0065376,1.382046029,0.02322121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5285292,-6.7418346,10.220996,1.0141641,11.699748,normal4_scan | 006 | PanCK,normal4_scan - 006 - PanCK
normal4_scan | 006 | neg,normal4,normal4_scan,6,neg,DSP-1001250007864-D-G01,56847.47814,251,28852,-33549,6311752,6230813,6170679,5600541,742060,88.24320094,0.9929,0.9914,normal,nan,tubule,39.07355236,0.430925237,5517,-7424,normal4_scan | 006 | neg,proximal tubule,0.002117919,0.0,0.223030626,2.399615172,1.9063737319999998,4.122347243,0.16899721399999998,0.0017658279999999999,1.35411452,0.349471366,0.0,0.213903213,0.0,0.0,0.0,3.555302167,0.0,1.1643883,2.6216943,7.1241674,9.05858,2.6016738,normal4_scan | 006 | neg,normal4_scan - 006 - neg
normal4_scan | 007 | Geometric Segment,normal4,normal4_scan,7,Geometric Segment,DSP-1001250007864-D-G02,11855.126540000001,88,21196,-19719,1937366,1922683,1908568,1825249,259515,86.60475099,0.9946,0.9938,normal,healthy,glomerulus,13.85561647,1.077313092,3599,-3973,normal4_scan | 007 | Geometric Segment,glomerulus,0.0,0.0,0.09534271300000001,0.790468349,7.168687445,2.724470025,0.30739305000000006,0.0,9.550696018,0.391878624,0.0,1.4740973259999999,0.024195994,5.197982897,0.0,0.0,0.0,4.0806694,11.553905,12.802133,11.293164,8.499443,normal4_scan | 007 | Geometric Segment,normal4_scan - 007
normal4_scan | 008 | Geometric Segment,normal4,normal4_scan,8,Geometric Segment,DSP-1001250007864-D-G03,21459.780169999998,147,22585,-20187,2579043,2556055,2535977,2418360,460127,82.15900239,0.9940000000000001,0.9933,normal,healthy,glomerulus,19.36868549,0.6384077579999999,3946,-4083,normal4_scan | 008 | Geometric Segment,glomerulus,0.0,0.0,0.06860728099999999,0.0,13.178303478,1.7244894990000001,0.33946387,0.003358532,6.225451275,0.341780975,0.0,0.901040724,0.0,6.434478745,0.0,0.0,0.0,3.919422,11.177286,12.403892,11.306398,8.46516,normal4_scan | 008 | Geometric Segment,normal4_scan - 008
normal4_scan | 009 | Geometric Segment,normal4,normal4_scan,9,Geometric Segment,DSP-1001250007864-D-G04,25527.25376,148,30392,-21435,3237930,3212771,3188544,3033837,421888,86.97044099,0.9945,0.9938,normal,healthy,glomerulus,20.30907658,0.689480379,5895,-4403,normal4_scan | 009 | Geometric Segment,glomerulus,0.21442618300000002,0.0,0.127094941,0.0,9.947046694,2.491399389,0.24448283599999998,0.007286474,9.614976444,0.156117439,0.0,1.700965179,0.0,5.294293315,0.0,0.0,0.0,4.2615943,11.557156,12.5653715,11.235457,8.665412,normal4_scan | 009 | Geometric Segment,normal4_scan - 009
normal4_scan | 010 | Geometric Segment,normal4,normal4_scan,10,Geometric Segment,DSP-1001250007864-D-G05,25759.32117,156,23914,-14974,4281078,4237103,4205380,3998346,812921,81.01130136,0.9934,0.9925,normal,healthy,glomerulus,34.75739268,0.36674488200000005,4267,-2788,normal4_scan | 010 | Geometric Segment,glomerulus,0.0,0.0,0.009279628,0.072977577,9.957886856000002,1.176249849,0.9936327030000001,0.0,6.468180488,0.37120012,0.0,0.6930972559999999,0.141180555,5.786828686000001,0.0,0.0,0.0,3.9054666,10.43616,11.565648,11.357219,8.315594,normal4_scan | 010 | Geometric Segment,normal4_scan - 010
normal4_scan | 011 | Geometric Segment,normal4,normal4_scan,11,Geometric Segment,DSP-1001250007864-D-G06,14595.23263,100,24764,-34531,1812591,1797785,1783912,1698497,236968,86.92655983,0.9943,0.9935,normal,healthy,glomerulus,14.89111812,1.2312149620000001,4493,-7672,normal4_scan | 011 | Geometric Segment,glomerulus,0.0,0.0,0.067097888,0.0,11.098451719,1.550641194,0.63271404,0.010714333000000001,7.105470462,0.0,0.0,1.150739467,0.0,6.3290952570000005,0.0,0.0,0.0,4.3554535,11.724771,12.9117985,11.405073,8.505718,normal4_scan | 011 | Geometric Segment,normal4_scan - 011
normal4_scan | 012 | Geometric Segment,normal4,normal4_scan,12,Geometric Segment,DSP-1001250007864-D-G07,18690.46393,116,23143,-19133,3217074,3192952,3168754,3011869,418963,86.97689267,0.9948,0.9940000000000001,normal,healthy,glomerulus,21.71203975,0.689480379,4086,-3827,normal4_scan | 012 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,8.376780949,2.8145500130000003,0.367031693,0.0,7.070876657,0.21696436,0.0,1.37594753,0.0,6.456592812999999,0.0,0.0,0.0,4.2794394,10.764725,11.994253,11.505985,8.245932,normal4_scan | 012 | Geometric Segment,normal4_scan - 012
normal4_scan | 013 | Geometric Segment,normal4,normal4_scan,13,Geometric Segment,DSP-1001250007864-D-G08,21113.93841,136,18540,-17727,3316064,3288845,3264102,3121800,485250,85.36668774,0.9942,0.9935,normal,abnormal,glomerulus,21.01703237,0.6156074810000001,2937,-3479,normal4_scan | 013 | Geometric Segment,glomerulus,0.0,0.0,0.119121746,0.109512057,10.217924643,2.251001387,0.815970077,0.003518265,7.7416982039999995,0.348169072,0.0,0.814838409,0.0,6.091850507,0.0,0.0,0.0,3.8784258,10.713003,11.908043,11.646095,8.482154,normal4_scan | 013 | Geometric Segment,normal4_scan - 013
normal4_scan | 014 | Geometric Segment,normal4,normal4_scan,14,Geometric Segment,DSP-1001250007864-D-G09,18368.82947,96,15087,-16661,3278479,3254534,3229582,3091061,432129,86.81922318,0.9947,0.9940000000000001,normal,abnormal,glomerulus,23.20524716,0.662961903,2071,-3211,normal4_scan | 014 | Geometric Segment,glomerulus,0.016049238,0.0,0.131711333,0.039233584,5.628776945,1.783349007,0.0,0.0,7.862495697000001,0.375549704,0.0,1.152203061,0.0,5.8925228910000005,0.0,0.0,0.0,4.1060753,10.159609,11.514086,11.756082,8.028972,normal4_scan | 014 | Geometric Segment,normal4_scan - 014
normal4_scan | 015 | Geometric Segment,normal4,normal4_scan,15,Geometric Segment,DSP-1001250007864-D-G10,17547.8789,100,24763,-12850,2648949,2624889,2604737,2475717,341456,87.1097556,0.9939,0.9931,normal,abnormal,glomerulus,17.73139794,0.861850473,4489,-2255,normal4_scan | 015 | Geometric Segment,glomerulus,0.0,0.0,0.066704511,0.11854773099999999,8.55655432,1.9927078930000002,0.697613754,0.0,4.776390411,0.365766608,0.0,0.48687717399999997,0.0,5.230931878,0.115552625,0.0,0.0,4.1774936,10.2746725,11.705941,11.527622,8.1436825,normal4_scan | 015 | Geometric Segment,normal4_scan - 015
normal4_scan | 016 | Geometric Segment,normal4,normal4_scan,16,Geometric Segment,DSP-1001250007864-D-G11,14923.9679,87,25368,-33873,1652642,1640213,1627575,1550159,232695,85.91981809,0.9946,0.9939,normal,abnormal,glomerulus,13.82017794,1.2312149620000001,4645,-7507,normal4_scan | 016 | Geometric Segment,glomerulus,0.0,0.0,0.144391772,0.0,8.479411833,1.768785581,0.185622581,0.0,7.934607061,0.24140369399999997,0.0,0.9123782909999999,0.0,5.143205118,0.074110454,0.0,0.0,4.4619784,11.399043,12.690773,11.426831,8.175557,normal4_scan | 016 | Geometric Segment,normal4_scan - 016
normal4_scan | 017 | Geometric Segment,normal4,normal4_scan,17,Geometric Segment,DSP-1001250007864-D-G12,14750.3208,100,31130,-32056,780290,774451,768703,730074,127051,83.71746402,0.9946,0.9938,normal,abnormal,glomerulus,7.2065644220000005,2.154626183,6082,-7055,normal4_scan | 017 | Geometric Segment,glomerulus,0.0,0.0,0.155456487,0.0,8.696122018,3.283333352,1.000769662,0.006017635,8.265082785,0.0,0.0,1.93614008,0.140777693,5.379676997000001,0.162399197,0.0,0.0,4.859937,11.889488,13.4121685,11.732701,8.174083,normal4_scan | 017 | Geometric Segment,normal4_scan - 017
disease2B_scan | 006 | PanCK,disease2B,disease2B_scan,6,PanCK,DSP-1001250007868-B-C01,11634.6114,118,33047,-28488,4262545,4160072,4085803,3922861,84706,98.01278344,0.9844,0.9813,DKD,nan,tubule,4.977680245,3.447401894,6538,-6375,disease2B_scan | 006 | PanCK,distal tubule,0.0,0.0,0.007422674000000001,9.514927416,0.746301854,9.215634566,0.037111043999999996,0.000955109,0.451571328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7731295,-6.32505,10.066588,1.6564355,12.0329685,disease2B_scan | 006 | PanCK,disease2B_scan - 006 - PanCK
disease2B_scan | 006 | neg,disease2B,disease2B_scan,6,neg,DSP-1001250007868-B-C02,74251.72446,269,33047,-28488,12986143,12575002,12268658,11789782,262426,97.97918443,0.983,0.9788,DKD,nan,tubule,15.2488022,1.149133965,6538,-6375,disease2B_scan | 006 | neg,proximal tubule,0.0,0.0,0.069095379,0.279871771,1.270538749,7.173537404,1.298475079,9.58e-05,0.951680348,0.103860328,0.0,0.235410984,0.0,0.0,0.0,10.941837974,0.0,-4.9419236,2.9471886,9.923328,15.742907,-7.7421074,disease2B_scan | 006 | neg,disease2B_scan - 006 - neg
disease2B_scan | 007 | PanCK,disease2B,disease2B_scan,7,PanCK,DSP-1001250007868-B-C03,17370.78034,133,35767,-29674,4316269,4241164,4183367,3991193,125101,97.10164033,0.9877,0.9861,DKD,nan,tubule,8.611827305,2.154626183,7219,-6633,disease2B_scan | 007 | PanCK,distal tubule,0.0,0.0,0.0,18.161080724999998,0.501593355,3.1320029289999995,0.0,0.006574122,0.29035661,0.0,0.0,0.0,0.0,0.0,0.0,1.103751579,0.0,1.3886734,-5.8142905,10.139464,2.436621,13.157724,disease2B_scan | 007 | PanCK,disease2B_scan - 007 - PanCK
disease2B_scan | 007 | neg,disease2B,disease2B_scan,7,neg,DSP-1001250007868-B-C04,81639.24626,216,35767,-29674,11800240,11605913,11453046,10963200,267543,97.73273255,0.9879,0.9859,DKD,nan,tubule,15.71394447,1.149133965,7219,-6633,disease2B_scan | 007 | neg,proximal tubule,0.0,0.0,0.013897732,0.353268437,0.770094148,2.8972035210000002,0.297287035,0.010729536999999999,0.24357236,0.0,0.0,0.30612261399999996,0.0,0.0,0.0,13.149797573,0.0,-4.72694,2.7527845,9.866082,15.682991,-7.6725607,disease2B_scan | 007 | neg,disease2B_scan - 007 - neg
disease2B_scan | 008 | PanCK,disease2B,disease2B_scan,8,PanCK,DSP-1001250007868-B-C05,10375.91249,78,30093,-30475,2950313,2894090,2847581,2719696,67724,97.70451474,0.9869,0.9852,DKD,nan,tubule,3.778204047,4.309252367,5798,-6862,disease2B_scan | 008 | PanCK,distal tubule,0.0,0.0,0.0,16.234546749,0.472555971,3.4499355080000003,0.0,0.0,0.12556140400000002,0.0,0.0,0.143695873,0.0,0.0,0.0,0.0,0.0,1.4920326,-5.5045323,9.961627,2.6699066,13.31711,disease2B_scan | 008 | PanCK,disease2B_scan - 008 - PanCK
disease2B_scan | 008 | neg,disease2B,disease2B_scan,8,neg,DSP-1001250007868-B-C06,73735.64672,187,30093,-30475,19818750,19440505,19171764,18411502,435904,97.80054746,0.9866,0.9848,DKD,nan,tubule,20.48338529,0.718208728,5798,-6862,disease2B_scan | 008 | neg,proximal tubule,0.0,0.0,0.050724584,0.25631543199999995,0.77792028,6.015811247,0.014037647,0.0,0.721584632,0.0,0.0,0.672202548,0.0,0.0,0.0,16.359529879,0.0,-4.7412934,3.0787818,10.087474,15.906613,-7.9041247,disease2B_scan | 008 | neg,disease2B_scan - 008 - neg
disease2B_scan | 009 | PanCK,disease2B,disease2B_scan,9,PanCK,DSP-1001250007868-B-C07,6450.012535,38,27934,-38284,3396592,3342391,3298772,3161068,64244,98.10857471,0.9881,0.9864,DKD,nan,tubule,4.04504843,4.309252367,5262,-8810,disease2B_scan | 009 | PanCK,distal tubule,0.0,0.0,0.0,13.103184955,0.0,3.5462014410000005,0.0,0.0,0.11170149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6252679,-5.9686255,10.12188,2.5338278,12.910156,disease2B_scan | 009 | PanCK,disease2B_scan - 009 - PanCK
disease2B_scan | 009 | neg,disease2B,disease2B_scan,9,neg,DSP-1001250007868-B-C08,68227.61995,208,27934,-38284,19692313,19352971,19069231,18239133,389191,98.02363999,0.9879,0.986,DKD,nan,tubule,22.55581741,0.78350043,5262,-8810,disease2B_scan | 009 | neg,proximal tubule,0.0,0.0,0.022851424,0.7431716070000001,0.970654256,5.555936507,0.0,0.0,0.404194347,0.0,0.0,0.361224566,0.0,0.0,0.0,13.928859071000002,0.0,-5.11236,2.863913,9.771958,15.591535,-7.5903244,disease2B_scan | 009 | neg,disease2B_scan - 009 - neg
disease2B_scan | 010 | PanCK,disease2B,disease2B_scan,10,PanCK,DSP-1001250007868-B-C09,12227.74908,110,24212,-41699,8580871,8454122,8351594,7995200,149651,98.25599289,0.9885,0.9869,DKD,nan,tubule,9.01771719,1.9152232740000001,4332,-9688,disease2B_scan | 010 | PanCK,distal tubule,0.0,0.0,0.0,23.207097496,0.11675038300000001,3.820450031,0.0,0.0,0.162717905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0961099,-6.1820016,9.869638,1.960505,12.615343,disease2B_scan | 010 | PanCK,disease2B_scan - 010 - PanCK
disease2B_scan | 010 | neg,disease2B,disease2B_scan,10,neg,DSP-1001250007868-B-C10,78998.7444,276,24212,-41699,31708477,31070605,30535446,29258804,597104,98.11689473,0.9864,0.9843,DKD,nan,tubule,25.08889127,0.52233362,4332,-9688,disease2B_scan | 010 | neg,proximal tubule,0.0,0.0,0.007540185,0.110925732,1.718408427,7.535318383,0.336091168,0.0,1.09868923,0.0,0.0,0.5966617160000001,0.0,0.0,0.0,16.489593074,0.0,-4.9738083,3.1518185,10.082975,15.902532,-7.9016514,disease2B_scan | 010 | neg,disease2B_scan - 010 - neg
