gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	celltype_Nephron_epithelium	celltype_Endothelium	celltype_Podocytes	celltype_Distal_tubules_and_collecting_duct	celltype_Proximal_tubular_cells	celltype_Loop_of_Henle	celltype_Private	celltype_Neutrophil	celltype_MNP	celltype_Mesangial_cells	celltype_NKT cell	celltype_Mast cell	celltype_Th cell	celltype_NK cell	celltype_CD8 T cell	celltype_B cell	celltype_DC
PGF	P49763	False	PLGF_HUMAN		CPI-CS073D36B1D	0.023	0.07	0.021	0.026	0.039	0.027	0.009	0.0	0.013	1.792	0.025	0.0	0.015	0.029	0.0	0.0	0.028
PGF	P49763	False	PLGF_HUMAN		CPI-SS0855C0353	0.023	0.07	0.021	0.026	0.039	0.027	0.009	0.0	0.013	1.792	0.025	0.0	0.015	0.029	0.0	0.0	0.028
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.023	0.07	0.021	0.026	0.039	0.027	0.009	0.0	0.013	1.792	0.025	0.0	0.015	0.029	0.0	0.0	0.028
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.023	0.07	0.021	0.026	0.039	0.027	0.009	0.0	0.013	1.792	0.025	0.0	0.015	0.029	0.0	0.0	0.028
VEGFB	P49765	False	VEGFB_HUMAN		CPI-CS077F1340A	0.211	0.082	0.119	0.246	0.159	0.374	0.075	0.016	0.071	0.198	0.083	0.048	0.083	0.071	0.08	0.108	0.786
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.211	0.082	0.119	0.246	0.159	0.374	0.075	0.016	0.071	0.198	0.083	0.048	0.083	0.071	0.08	0.108	0.786
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.211	0.082	0.119	0.246	0.159	0.374	0.075	0.016	0.071	0.198	0.083	0.048	0.083	0.071	0.08	0.108	0.786
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.211	0.082	0.119	0.246	0.159	0.374	0.075	0.016	0.071	0.198	0.083	0.048	0.083	0.071	0.08	0.108	0.786
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.0	0.034	0.0	0.0	0.0	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0E5D1ECCE	0.0	0.034	0.0	0.0	0.0	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0D238C22B	0.0	0.034	0.0	0.0	0.0	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0AA769F5B	0.0	0.034	0.0	0.0	0.0	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0AB19226A	0.0	0.034	0.0	0.0	0.0	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0F15C1AB3	0.125	0.277	0.0	0.122	0.015	0.022	0.006	0.0	0.005	0.042	0.014	0.029	0.005	0.012	0.054	0.004	0.0
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	0.125	0.003	0.069	0.56	0.02	0.046	0.014	0.121	0.07	0.146	0.006	0.0	0.002	0.013	0.017	0.0	0.149
ALB	P02768	False	ALBU_HUMAN		CPI-CS0C9EE65C2	0.925	0.624	0.677	0.397	1.523	0.733	2.392	1.618	0.6	0.462	0.795	2.195	0.568	0.611	0.593	1.262	1.106
CSF2	P04141	False	CSF2_HUMAN		CPI-CS0210859AB	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.001	0.0	0.006	0.0	0.052	0.077	0.111	0.0	0.0
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS0CBAA9BCC	0.004	0.006	0.002	0.002	0.0	0.002	0.053	0.0	0.004	0.0	0.071	0.0	0.015	0.449	0.009	0.0	0.0
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS048242083	0.004	0.006	0.002	0.002	0.0	0.002	0.053	0.0	0.004	0.0	0.071	0.0	0.015	0.449	0.009	0.0	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0268D47AD	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS016B111FE	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0714977CA	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0E1389B57	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0A866903F	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0BDD10277	0.002	0.003	0.1	0.008	0.002	0.0	0.099	0.0	0.005	0.0	0.218	0.04	0.015	0.397	0.017	0.0	0.0
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0987A89AE	0.002	0.003	0.1	0.008	0.002	0.0	0.099	0.0	0.005	0.0	0.218	0.04	0.015	0.397	0.017	0.0	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0A76A8E97	0.043	0.027	0.023	0.022	0.015	0.019	0.019	0.501	2.44	0.101	0.03	0.137	0.034	0.048	0.029	0.123	0.742
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	0.043	0.027	0.023	0.022	0.015	0.019	0.019	0.501	2.44	0.101	0.03	0.137	0.034	0.048	0.029	0.123	0.742
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0DBA81CCF	0.043	0.027	0.023	0.022	0.015	0.019	0.019	0.501	2.44	0.101	0.03	0.137	0.034	0.048	0.029	0.123	0.742
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS00150FB64	0.007	0.029	0.001	0.017	0.017	0.011	0.07	0.0	0.966	0.0	0.371	0.025	0.019	0.097	0.035	0.168	0.768
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS05CE87F88	0.007	0.029	0.001	0.017	0.017	0.011	0.07	0.0	0.966	0.0	0.371	0.025	0.019	0.097	0.035	0.168	0.768
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	0.002	0.0	0.0	0.002	0.005	0.008	0.104	0.0	0.043	0.0	0.196	0.0	0.108	0.038	0.556	0.0	0.165
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C090A257	0.002	0.0	0.0	0.002	0.005	0.008	0.104	0.0	0.043	0.0	0.196	0.0	0.108	0.038	0.556	0.0	0.165
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	0.002	0.0	0.0	0.002	0.005	0.008	0.104	0.0	0.043	0.0	0.196	0.0	0.108	0.038	0.556	0.0	0.165
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS0795802F6	0.025	0.028	0.018	0.119	0.007	0.048	0.026	0.0	0.038	0.078	0.062	0.0	0.056	0.05	0.016	0.016	0.1
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.025	0.028	0.018	0.119	0.007	0.048	0.026	0.0	0.038	0.078	0.062	0.0	0.056	0.05	0.016	0.016	0.1
CNR2	P34972	False	CNR2_HUMAN		CPI-SS05BA6D9C3	0.007	0.006	0.0	0.02	0.002	0.002	0.064	0.0	0.017	0.0	0.067	0.024	0.022	0.051	0.0	0.227	0.044
GPRC5D	Q9NZD1	False	GPC5D_HUMAN		CPI-SS008F83E02	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0
IDE	P14735	False	IDE_HUMAN		CPI-SS0A3569604	0.079	0.124	0.003	0.071	0.108	0.088	0.044	0.23	0.085	0.073	0.029	0.294	0.079	0.128	0.048	0.061	0.228
IDE	P14735	False	IDE_HUMAN		CPI-SS076D8415B	0.079	0.124	0.003	0.071	0.108	0.088	0.044	0.23	0.085	0.073	0.029	0.294	0.079	0.128	0.048	0.061	0.228
IDE	P14735	False	IDE_HUMAN		CPI-SS0FC2B68F1	0.079	0.124	0.003	0.071	0.108	0.088	0.044	0.23	0.085	0.073	0.029	0.294	0.079	0.128	0.048	0.061	0.228
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0579FA162	0.084	0.287	0.42	0.174	0.322	0.163	0.047	0.22	0.057	0.141	0.047	0.0	0.095	0.095	0.015	0.058	0.134
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	0.084	0.287	0.42	0.174	0.322	0.163	0.047	0.22	0.057	0.141	0.047	0.0	0.095	0.095	0.015	0.058	0.134
IGF2R	P11717	False	MPRI_HUMAN		CPI-SS042A6F835	0.084	0.286	0.175	0.165	0.254	0.146	0.123	0.248	0.197	0.433	0.244	0.053	0.125	0.598	0.158	0.018	0.41
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS0BA601DC4	0.269	0.029	1.033	0.024	0.03	0.727	0.011	0.0	0.003	1.421	0.013	0.0	0.004	0.009	0.025	0.003	0.0
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS093E05DD4	0.269	0.029	1.033	0.024	0.03	0.727	0.011	0.0	0.003	1.421	0.013	0.0	0.004	0.009	0.025	0.003	0.0
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS088C1035B	0.269	0.029	1.033	0.024	0.03	0.727	0.011	0.0	0.003	1.421	0.013	0.0	0.004	0.009	0.025	0.003	0.0
SORT1	Q99523	False	SORT_HUMAN		CPI-SS09A36B221	0.208	0.12	0.501	0.266	0.24	0.242	0.061	0.0	0.276	0.915	0.022	0.0	0.031	0.023	0.027	0.016	0.0
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.208	0.12	0.501	0.266	0.24	0.242	0.061	0.0	0.276	0.915	0.022	0.0	0.031	0.023	0.027	0.016	0.0
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	0.208	0.12	0.501	0.266	0.24	0.242	0.061	0.0	0.276	0.915	0.022	0.0	0.031	0.023	0.027	0.016	0.0
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SS03F0B666C	0.176	0.254	0.107	0.431	0.177	0.134	0.084	0.199	0.123	0.312	0.098	0.156	0.062	0.14	0.135	0.037	0.105
CD200R1	Q8TD46	False	MO2R1_HUMAN		CPI-SS04A8E4200	0.001	0.0	0.0	0.0	0.011	0.0	0.061	0.0	0.019	0.0	0.038	0.029	0.132	0.012	0.139	0.035	0.0
CD200R1	Q8TD46	False	MO2R1_HUMAN		CPI-SS0A9E884E0	0.001	0.0	0.0	0.0	0.011	0.0	0.061	0.0	0.019	0.0	0.038	0.029	0.132	0.012	0.139	0.035	0.0
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS06E42DB13	0.193	0.147	0.079	0.132	0.227	0.177	1.41	0.0	0.181	0.088	2.418	0.255	2.241	1.055	2.937	1.606	0.316
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS0E292C126	0.193	0.147	0.079	0.132	0.227	0.177	1.41	0.0	0.181	0.088	2.418	0.255	2.241	1.055	2.937	1.606	0.316
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.193	0.147	0.079	0.132	0.227	0.177	1.41	0.0	0.181	0.088	2.418	0.255	2.241	1.055	2.937	1.606	0.316
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0F8EFEECF	0.116	0.246	0.841	0.247	0.113	0.205	0.035	0.0	0.049	0.303	0.083	0.213	0.088	0.097	0.073	0.004	0.071
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0BD9F32BA	0.116	0.246	0.841	0.247	0.113	0.205	0.035	0.0	0.049	0.303	0.083	0.213	0.088	0.097	0.073	0.004	0.071
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.093	0.547	0.0	0.04	0.057	0.044	0.044	0.424	0.083	0.229	0.031	0.058	0.021	0.219	0.062	0.003	0.053
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.093	0.547	0.0	0.04	0.057	0.044	0.044	0.424	0.083	0.229	0.031	0.058	0.021	0.219	0.062	0.003	0.053
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.077	0.433	0.03	0.066	0.012	0.052	0.042	0.0	0.06	0.143	0.075	0.066	0.063	0.129	0.088	0.0	0.064
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.077	0.433	0.03	0.066	0.012	0.052	0.042	0.0	0.06	0.143	0.075	0.066	0.063	0.129	0.088	0.0	0.064
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.063	0.862	0.185	0.009	0.003	0.009	0.005	0.0	0.005	0.024	0.006	0.0	0.044	0.015	0.0	0.0	0.0
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.01	0.008	0.009	0.004	0.031	0.005	0.367	0.039	0.006	0.0	0.267	0.0	0.606	0.026	1.227	0.024	0.028
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.01	0.008	0.009	0.004	0.031	0.005	0.367	0.039	0.006	0.0	0.267	0.0	0.606	0.026	1.227	0.024	0.028
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.502	1.564	0.962	0.246	0.686	0.166	0.343	0.788	0.643	1.119	0.339	0.057	0.297	0.61	0.945	0.145	0.407
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	0.502	1.564	0.962	0.246	0.686	0.166	0.343	0.788	0.643	1.119	0.339	0.057	0.297	0.61	0.945	0.145	0.407
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	0.502	1.564	0.962	0.246	0.686	0.166	0.343	0.788	0.643	1.119	0.339	0.057	0.297	0.61	0.945	0.145	0.407
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.036	0.137	0.05	0.03	0.082	0.069	0.187	0.31	0.124	0.138	0.241	0.0	0.298	0.117	0.168	0.032	0.0
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.036	0.137	0.05	0.03	0.082	0.069	0.187	0.31	0.124	0.138	0.241	0.0	0.298	0.117	0.168	0.032	0.0
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.156	0.299	0.098	0.047	0.09	0.025	0.762	1.345	2.403	0.317	1.389	0.333	0.676	1.64	1.146	0.313	1.148
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.156	0.299	0.098	0.047	0.09	0.025	0.762	1.345	2.403	0.317	1.389	0.333	0.676	1.64	1.146	0.313	1.148
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.072	0.175	0.073	0.088	0.105	0.108	0.075	0.0	0.075	0.109	0.139	0.0	0.091	0.231	0.107	0.101	0.091
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.072	0.175	0.073	0.088	0.105	0.108	0.075	0.0	0.075	0.109	0.139	0.0	0.091	0.231	0.107	0.101	0.091
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.072	0.175	0.073	0.088	0.105	0.108	0.075	0.0	0.075	0.109	0.139	0.0	0.091	0.231	0.107	0.101	0.091
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	0.089	0.024	0.2	0.144	0.091	0.102	0.05	0.0	0.017	0.238	0.018	0.025	0.01	0.017	0.049	0.009	1.173
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00F4DDF4B	0.089	0.024	0.2	0.144	0.091	0.102	0.05	0.0	0.017	0.238	0.018	0.025	0.01	0.017	0.049	0.009	1.173
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.027	0.003	0.053	0.12	0.022	0.078	0.007	0.0	0.005	0.051	0.018	0.0	0.0	0.024	0.0	0.031	0.0
CCKAR	P32238	False	CCKAR_HUMAN		CPI-SS0EA96C304	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS003610FF9	0.0	0.008	0.006	0.0	0.0	0.0	0.003	0.0	0.003	0.847	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS056BE1011	0.0	0.008	0.006	0.0	0.0	0.0	0.003	0.0	0.003	0.847	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS098EFF959	0.0	0.008	0.006	0.0	0.0	0.0	0.003	0.0	0.003	0.847	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0F8C664D9	0.108	0.015	0.017	0.0	0.149	0.016	0.231	0.0	0.354	0.0	0.053	0.0	0.305	0.0	0.28	0.0	0.042
CCL20	P78556	False	CCL20_HUMAN		CPI-SS07F015051	0.108	0.015	0.017	0.0	0.149	0.016	0.231	0.0	0.354	0.0	0.053	0.0	0.305	0.0	0.28	0.0	0.042
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0FAF4BB9E	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS08E13FAF2	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0DD547726	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0DBA4D668	0.777	0.146	0.734	0.03	0.067	0.929	0.021	0.067	0.077	0.455	0.026	0.0	0.019	0.01	0.033	0.059	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	0.777	0.146	0.734	0.03	0.067	0.929	0.021	0.067	0.077	0.455	0.026	0.0	0.019	0.01	0.033	0.059	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0DCA69916	0.001	0.004	0.079	0.004	0.009	0.002	0.002	0.0	0.015	0.0	0.005	0.0	0.011	0.006	0.0	0.0	0.0
CD70	P32970	False	CD70_HUMAN		CPI-SS0AA47D179	0.007	0.023	0.017	0.001	0.001	0.005	0.088	0.0	0.013	0.0	0.113	0.048	0.116	0.009	0.399	0.206	0.0
CD70	P32970	False	CD70_HUMAN		CPI-SS0D4BF6CA3	0.007	0.023	0.017	0.001	0.001	0.005	0.088	0.0	0.013	0.0	0.113	0.048	0.116	0.009	0.399	0.206	0.0
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS083296041	0.01	0.002	0.015	0.025	0.002	0.008	0.327	0.059	0.013	0.0	0.205	0.067	1.571	0.008	0.311	0.03	0.0
INSL3	P51460	False	INSL3_HUMAN		CPI-SS05834E385	0.002	0.001	0.0	0.0	0.0	0.0	0.014	0.0	0.002	0.0	0.008	0.0	0.032	0.007	0.018	0.0	0.0
PRL	P01236	False	PRL_HUMAN		CPI-SS026776C89	0.0	0.003	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OGN	P20774	False	MIME_HUMAN		CPI-SS0EF0750A7	0.006	0.012	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.201	0.0	0.0	0.002	0.006	0.0	0.0	0.0
IL1A	P01583	False	IL1A_HUMAN		CPI-CS06072FF4E	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL1A	P01583	False	IL1A_HUMAN		CPI-CS0AC5142FA	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL1B	P01584	False	IL1B_HUMAN		CPI-CS05426BFFA	0.103	0.019	0.053	0.069	0.061	0.058	0.044	3.615	4.739	0.005	0.047	0.0	0.054	0.041	0.088	0.034	0.044
IL1B	P01584	False	IL1B_HUMAN		CPI-CS008C9D6E5	0.103	0.019	0.053	0.069	0.061	0.058	0.044	3.615	4.739	0.005	0.047	0.0	0.054	0.041	0.088	0.034	0.044
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS0DEBE7B69	0.054	0.009	0.001	0.033	0.014	0.004	0.03	0.822	0.409	0.034	0.004	0.0	0.011	0.003	0.025	0.003	0.0
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS085E95BC1	0.054	0.009	0.001	0.033	0.014	0.004	0.03	0.822	0.409	0.034	0.004	0.0	0.011	0.003	0.025	0.003	0.0
IL10	P22301	False	IL10_HUMAN		CPI-CS04CBDE052	0.021	0.007	0.009	0.003	0.021	0.003	0.066	0.0	0.315	0.039	0.063	0.0	0.118	0.011	0.008	0.0	0.0
IL11	P20809	False	IL11_HUMAN		CPI-CS0DDFD82E7	0.004	0.0	0.069	0.006	0.001	0.004	0.0	0.0	0.005	0.0	0.004	0.0	0.004	0.003	0.0	0.0	0.0
IL4	P05112	False	IL4_HUMAN		CPI-CS00BF6CD40	0.001	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.005	0.0	0.006	0.0	0.033	0.0	0.0
IL4	P05112	False	IL4_HUMAN		CPI-CS0FBBCDD66	0.001	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.005	0.0	0.006	0.0	0.033	0.0	0.0
IL13	P35225	False	IL13_HUMAN		CPI-CS0EE8AEA34	0.0	0.002	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.054	0.031	0.0
IL15	P40933	False	IL15_HUMAN		CPI-CS06E556972	0.101	0.195	0.084	0.029	0.088	0.083	0.077	0.0	0.218	0.02	0.085	0.56	0.029	0.059	0.035	0.076	0.0
IL17A	Q16552	False	IL17_HUMAN		CPI-CS04F158618	0.013	0.002	0.0	0.005	0.007	0.001	0.068	0.0	0.001	0.005	0.136	0.0	0.086	0.004	0.327	0.0	0.0
IL17F	Q96PD4	False	IL17F_HUMAN		CPI-CS0558AB6A5	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.056	0.0	0.0
IL17C	Q9P0M4	False	IL17C_HUMAN		CPI-CS0BA342294	0.005	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.007	0.0	0.0	0.009	0.0	0.0	0.0
IL18	Q14116	False	IL18_HUMAN		CPI-CS09831CCFD	1.752	0.06	0.154	2.866	0.519	0.077	0.092	0.031	0.491	0.027	0.028	0.67	0.022	0.15	0.044	0.067	0.146
IL2	P60568	False	IL2_HUMAN		CPI-CS0D48BE017	0.003	0.0	0.0	0.002	0.0	0.0	0.113	0.0	0.001	0.0	0.007	0.0	0.439	0.005	0.435	0.0	0.0
IL2	P60568	False	IL2_HUMAN		CPI-CS0A34112A6	0.003	0.0	0.0	0.002	0.0	0.0	0.113	0.0	0.001	0.0	0.007	0.0	0.439	0.005	0.435	0.0	0.0
IL2	P60568	False	IL2_HUMAN		CPI-SS09F430F14	0.003	0.0	0.0	0.002	0.0	0.0	0.113	0.0	0.001	0.0	0.007	0.0	0.439	0.005	0.435	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0A93C11C8	0.0	0.004	0.038	0.0	0.02	0.002	0.007	0.0	0.001	0.034	0.0	0.0	0.003	0.0	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS01BCB9360	0.0	0.004	0.038	0.0	0.02	0.002	0.007	0.0	0.001	0.034	0.0	0.0	0.003	0.0	0.0	0.0	0.0
NTF4	P34130	False	NTF4_HUMAN		CPI-SS0BA3A1C3A	0.003	0.003	0.0	0.006	0.0	0.003	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
GDNF	P39905	False	GDNF_HUMAN		CPI-SS0C23EF34B	0.01	0.013	0.0	0.001	0.028	0.0	0.003	0.0	0.001	0.022	0.0	0.0	0.0	0.005	0.0	0.0	0.0
IL24	Q13007	False	IL24_HUMAN		CPI-CS0553FFC41	0.003	0.0	0.0	0.001	0.0	0.001	0.037	0.0	0.003	0.0	0.046	0.0	0.116	0.014	0.015	0.004	0.0
IL24	Q13007	False	IL24_HUMAN		CPI-CS0CF47221A	0.003	0.0	0.0	0.001	0.0	0.001	0.037	0.0	0.003	0.0	0.046	0.0	0.116	0.014	0.015	0.004	0.0
IL24	Q13007	False	IL24_HUMAN		CPI-SS07D71C546	0.003	0.0	0.0	0.001	0.0	0.001	0.037	0.0	0.003	0.0	0.046	0.0	0.116	0.014	0.015	0.004	0.0
IL20	Q9NYY1	False	IL20_HUMAN		CPI-CS0AB365861	0.0	0.0	0.01	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL20	Q9NYY1	False	IL20_HUMAN		CPI-CS0E8ADC968	0.0	0.0	0.01	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL19	Q9UHD0	False	IL19_HUMAN		CPI-CS0645666B0	0.015	0.0	0.0	0.014	0.0	0.001	0.02	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS027CDEA08	0.101	1.054	0.024	0.073	0.007	0.01	0.003	0.0	0.003	0.057	0.029	0.0	0.025	0.015	0.0	0.004	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS012B7C21D	0.101	1.054	0.024	0.073	0.007	0.01	0.003	0.0	0.003	0.057	0.029	0.0	0.025	0.015	0.0	0.004	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS00D153A8A	0.101	1.054	0.024	0.073	0.007	0.01	0.003	0.0	0.003	0.057	0.029	0.0	0.025	0.015	0.0	0.004	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS003C9A532	0.0	0.0	0.0	0.005	0.0	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.009	0.0	0.0	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS0607D1101	0.0	0.0	0.0	0.005	0.0	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.009	0.0	0.0	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS09D379E5B	0.0	0.0	0.0	0.005	0.0	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.009	0.0	0.0	0.0	0.0
